marca,modelo,ano,quilometragem,preco,combustivel,car_documents,tipo,transmissão,year_range,km's driven_range,faixa_preco,faixa_preco_prevista,valor_estimado
Suzuki,Mehran VXR,2005,85796.0,560000,Gasolina,Original,Nacional,Manual,2,3,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2009,165000.0,205000,Gasolina,Original,Nacional,Manual,3,6,Intermediário,Intermediário,245657.07356430945
Honda,City Vario,2013,100000.0,290000,Gasolina,Original,Importado,Manual,4,4,Intermediário,Intermediário,245657.07356430945
Honda,Civic Oriel,2003,32456.0,140000,Gasolina,Original,Nacional,Automatic,1,2,Econômico,Econômico,149497.18328086744
Suzuki,Cultus VXR,2012,65500.0,116500,Gasolina,Original,Nacional,Manual,3,3,Econômico,Econômico,149497.18328086744
FAW,X-PV,2017,170000.0,840000,Gasolina,Original,Nacional,Manual,5,6,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2014,126000.0,264500,Gasolina,Original,Nacional,Manual,4,5,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2020,30800.0,335000,Gasolina,Original,Importado,Automatic,5,2,Premium,Premium,350855.0221465077
Daihatsu,Cuore,2002,120000.0,550000,Gasolina,Original,Nacional,Manual,1,4,Luxo,Luxo,681403.3241134752
Daihatsu,Hijet,2006,162000.0,118000,Gasolina,Original,Importado,Manual,2,6,Econômico,Econômico,149497.18328086744
Suzuki,Bolan,2015,122000.0,850000,Gasolina,Original,Nacional,Manual,4,5,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2014,98000.0,700000,Gasolina,Original,Nacional,Manual,4,4,Luxo,Luxo,681403.3241134752
Daihatsu,Mira,2011,100000.0,205000,Gasolina,Original,Importado,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Honda,Civic Prosmetic,2002,200000.0,119000,Gasolina,Original,Importado,Automatic,1,7,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2016,48000.0,390000,Gasolina,Original,Nacional,Automatic,4,2,Premium,Premium,350855.0221465077
Changan,Karvaan,2021,44000.0,210000,Gasolina,Original,Importado,Manual,6,2,Intermediário,Intermediário,245657.07356430945
Toyota,Corrolla Altis,2018,59000.0,477500,Gasolina,Original,Nacional,Automatic,5,2,Luxo,Luxo,681403.3241134752
Hyundai,Santro,2007,129000.0,920000,Gasolina,Original,Nacional,Manual,2,5,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2018,58000.0,237000,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
Honda,City IVTEC,2017,110000.0,340000,Gasolina,Original,Nacional,Automatic,5,4,Premium,Premium,350855.0221465077
Honda,City IDSI,2000,59000.0,815000,Gasolina,Original,Nacional,Automatic,1,2,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2015,110000.0,299000,Gasolina,Original,Nacional,Manual,4,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Wagon R,2022,7500.0,310000,Gasolina,Original,Nacional,Manual,6,1,Premium,Premium,350855.0221465077
Toyota,Yaris,2021,43000.0,372500,Gasolina,Original,Nacional,Manual,6,2,Premium,Premium,350855.0221465077
Honda,Civic Prosmetic,2002,170000.0,140000,Gasolina,Original,Importado,Automatic,1,6,Econômico,Econômico,149497.18328086744
Suzuki,Alto,2005,12345.0,780000,Gasolina,Original,Nacional,Manual,2,1,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2014,114000.0,290000,Gasolina,Original,Nacional,Automatic,4,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Mehran VXR,2013,35000.0,910000,Gasolina,Original,Nacional,Manual,4,2,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2007,155000.0,695000,Gasolina,Original,Importado,Manual,2,6,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2013,90000.0,235000,Gasolina,Original,Importado,Manual,4,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2018,60000.0,140000,Gasolina,Original,Nacional,Manual,5,2,Econômico,Econômico,149497.18328086744
Suzuki,Bolan,2006,70000.0,630000,Gasolina,Original,Importado,Manual,2,3,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2005,125487.0,630000,Gasolina,Original,Nacional,Automatic,2,5,Luxo,Luxo,681403.3241134752
Daihatsu,Move,2014,95000.0,185000,Gasolina,Original,Importado,Automatic,4,4,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2017,71000.0,347500,Gasolina,Original,Nacional,Manual,5,3,Premium,Premium,350855.0221465077
Toyota,Altis Grande,2015,114000.0,445000,Gasolina,Original,Importado,Automatic,4,4,Luxo,Luxo,681403.3241134752
KIA,Classic,2001,180000.0,420000,Gasolina,Original,Nacional,Manual,1,6,Luxo,Luxo,681403.3241134752
FAW,X-PV,2016,147000.0,680000,Gasolina,Original,Nacional,Manual,4,5,Luxo,Luxo,681403.3241134752
Honda,City Aspire,2019,85000.0,470000,Gasolina,Original,Nacional,Automatic,5,3,Luxo,Luxo,681403.3241134752
Honda,City Aspire,2021,40000.0,460000,Gasolina,Original,Nacional,Automatic,6,2,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2019,39000.0,420000,Gasolina,Original,Importado,Automatic,5,2,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2022,13905.0,212500,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Chevrolet,Joy,2009,85000.0,970000,Gasolina,Original,Importado,Manual,3,3,Luxo,Luxo,681403.3241134752
Honda,City Vario,2006,200000.0,180000,Gasolina,Original,Nacional,Automatic,2,7,Econômico,Econômico,149497.18328086744
Suzuki,Cultus VXR,2000,93000.0,599000,Gasolina,Original,Nacional,Manual,1,4,Luxo,Luxo,681403.3241134752
Honda,City Aspire,2018,71000.0,375000,Gasolina,Original,Nacional,Automatic,5,3,Premium,Premium,350855.0221465077
Toyota,Corrolla Altis,2017,124000.0,450000,Gasolina,Original,Nacional,Automatic,5,5,Luxo,Luxo,681403.3241134752
Suzuki,Baleno,2007,180000.0,110000,Gasolina,Original,Importado,Manual,2,6,Econômico,Econômico,149497.18328086744
Honda,City IDSI,2003,10000.0,132000,Gasolina,Original,Nacional,Manual,1,1,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2018,110000.0,360000,Gasolina,Original,Nacional,Automatic,5,4,Premium,Premium,350855.0221465077
Toyota,Corrolla Altis,2006,200600.0,177500,Gasolina,Original,Nacional,Automatic,2,7,Econômico,Econômico,149497.18328086744
Toyota,Passo,2013,128000.0,208500,Gasolina,Original,Importado,Automatic,4,5,Intermediário,Intermediário,245657.07356430945
Daihatsu,Terios Kid,2011,134000.0,227500,Gasolina,Original,Importado,Manual,3,5,Intermediário,Intermediário,245657.07356430945
Suzuki,Mehran VXR,2018,34000.0,148000,Gasolina,Original,Nacional,Manual,5,2,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2005,170000.0,100000,Gasolina,Original,Importado,Manual,2,6,Econômico,Luxo,681403.3241134752
Suzuki,Swift,2018,133000.0,230000,Gasolina,Original,Nacional,Automatic,5,5,Intermediário,Intermediário,245657.07356430945
Daihatsu,Mira,2008,189000.0,145000,Gasolina,Original,Importado,Automatic,2,7,Econômico,Econômico,149497.18328086744
Suzuki,Wagon R,2021,39500.0,282500,Gasolina,Original,Nacional,Manual,6,2,Intermediário,Intermediário,245657.07356430945
Toyota,Passo,2013,96000.0,272500,Gasolina,Original,Importado,Automatic,4,4,Intermediário,Intermediário,245657.07356430945
Honda,City Aspire,2001,187000.0,136000,Gasolina,Original,Nacional,Manual,1,7,Econômico,Econômico,149497.18328086744
Honda,City IDSI,2007,136123.0,169000,Gasolina,Original,Nacional,Manual,2,5,Econômico,Econômico,149497.18328086744
Changan,Karvaan,2021,87000.0,245500,Gasolina,Original,Nacional,Manual,6,3,Intermediário,Intermediário,245657.07356430945
Chevrolet,Joy,2008,185000.0,750000,Gasolina,Original,Importado,Manual,2,7,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2011,100000.0,975000,Gasolina,Original,Nacional,Automatic,3,4,Luxo,Luxo,681403.3241134752
Daihatsu,Mira,2019,81000.0,360000,Gasolina,Original,Importado,Automatic,5,3,Premium,Premium,350855.0221465077
Daihatsu,Hijet,2017,5400.0,160000,Gasolina,Original,Importado,Automatic,5,1,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2010,145000.0,240000,Gasolina,Original,Nacional,Manual,3,5,Intermediário,Intermediário,245657.07356430945
Toyota,Altis Grande,2017,90000.0,445000,Gasolina,Original,Nacional,Automatic,5,3,Luxo,Luxo,681403.3241134752
Honda,City IDSI,2005,91000.0,215000,Gasolina,Original,Nacional,Manual,2,4,Intermediário,Intermediário,245657.07356430945
KIA,Picanto,2021,13000.0,305000,Gasolina,Original,Nacional,Automatic,6,1,Premium,Premium,350855.0221465077
Toyota,Corolla XLI,2015,60000.0,295000,Gasolina,Original,Nacional,Manual,4,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2001,100000.0,600000,Gasolina,Original,Nacional,Manual,1,4,Luxo,Luxo,681403.3241134752
Daihatsu,Mira,2018,72000.0,345000,Gasolina,Original,Importado,Automatic,5,3,Premium,Premium,350855.0221465077
Toyota,Corolla GLI,2018,83078.0,425000,Gasolina,Original,Nacional,Manual,5,3,Luxo,Luxo,681403.3241134752
Toyota,Corolla XLI,2009,124500.0,145000,Gasolina,Original,Importado,Manual,3,5,Econômico,Econômico,149497.18328086744
Suzuki,Swift,2011,200000.0,185000,Gasolina,Original,Importado,Manual,3,7,Econômico,Econômico,149497.18328086744
Honda,City Aspire,2002,116922.0,850000,Gasolina,Original,Nacional,Manual,1,4,Luxo,Luxo,681403.3241134752
Toyota,Corolla XLI,2013,276659.0,235000,Gasolina,Original,Importado,Manual,4,10,Intermediário,Intermediário,245657.07356430945
Honda,City IVTEC,2009,103000.0,220000,Gasolina,Original,Nacional,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Hyundai,Santro,2007,5000.0,107500,Gasolina,Original,Importado,Manual,2,1,Econômico,Econômico,149497.18328086744
Daihatsu,Mira,2014,95000.0,203000,Gasolina,Original,Importado,Automatic,4,4,Intermediário,Intermediário,245657.07356430945
Honda,Civic Oriel,2010,130000.0,192500,Gasolina,Original,Nacional,Manual,3,5,Econômico,Econômico,149497.18328086744
Suzuki,Wagon R,2019,53125.0,219500,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Cultus VXR,2007,1000.0,725000,Gasolina,Original,Nacional,Manual,2,1,Luxo,Luxo,681403.3241134752
Daihatsu,Terios Kid,2010,247000.0,340000,Gasolina,Original,Nacional,Automatic,3,10,Premium,Premium,350855.0221465077
Honda,City Vario,2005,100000.0,135000,Gasolina,Original,Nacional,Manual,2,4,Econômico,Econômico,149497.18328086744
Suzuki,Alto,2006,250000.0,650000,Gasolina,Original,Nacional,Automatic,2,10,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2000,130000.0,465000,Gasolina,Original,Nacional,Manual,1,5,Luxo,Luxo,681403.3241134752
Toyota,Corolla XLI,2010,15000.0,230000,Gasolina,Original,Nacional,Manual,3,1,Intermediário,Intermediário,245657.07356430945
Toyota,Yaris,2021,37000.0,465000,Gasolina,Original,Nacional,Automatic,6,2,Luxo,Luxo,681403.3241134752
Daihatsu,Mira,2017,83500.0,227500,Gasolina,Original,Importado,Automatic,5,3,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla GLI,2017,99300.0,315000,Gasolina,Original,Nacional,Automatic,5,4,Premium,Premium,350855.0221465077
Toyota,Corolla GLI,2011,170000.0,243000,Gasolina,Original,Nacional,Manual,3,6,Intermediário,Intermediário,245657.07356430945
Toyota,Corrolla Altis,2018,127000.0,449500,Gasolina,Original,Nacional,Automatic,5,5,Luxo,Luxo,681403.3241134752
Hyundai,Santro,2003,5555.0,699000,Gasolina,Original,Nacional,Manual,1,1,Luxo,Luxo,681403.3241134752
Toyota,Passo,2018,67000.0,334500,Gasolina,Original,Importado,Automatic,5,3,Premium,Premium,350855.0221465077
Suzuki,Mehran VXR,2006,100000.0,430000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Hyundai,Santro,2005,148500.0,880000,Gasolina,Original,Importado,Manual,2,5,Luxo,Luxo,681403.3241134752
Daihatsu,Hijet,2017,150000.0,138000,Gasolina,Original,Importado,Manual,5,5,Econômico,Econômico,149497.18328086744
Suzuki,Wagon R,2021,58000.0,265000,Gasolina,Original,Nacional,Manual,6,2,Intermediário,Intermediário,245657.07356430945
FAW,X-PV,2015,100000.0,180000,Gasolina,Original,Importado,Manual,4,4,Econômico,Luxo,681403.3241134752
Suzuki,Bolan,2017,91000.0,130000,Gasolina,Original,Nacional,Manual,5,4,Econômico,Econômico,149497.18328086744
Suzuki,Wagon R,2018,90000.0,225000,Gasolina,Original,Importado,Manual,5,3,Intermediário,Intermediário,245657.07356430945
Honda,Civic Prosmetic,2009,175000.0,198000,Gasolina,Original,Nacional,Automatic,3,6,Econômico,Econômico,149497.18328086744
Suzuki,Bolan,2011,150000.0,590000,Gasolina,Original,Nacional,Manual,3,5,Luxo,Luxo,681403.3241134752
Toyota,Corrolla Altis,2014,149000.0,277500,Gasolina,Original,Nacional,Automatic,4,5,Intermediário,Intermediário,245657.07356430945
Daihatsu,Hijet,2011,110000.0,126000,Gasolina,Original,Nacional,Automatic,3,4,Econômico,Econômico,149497.18328086744
Changan,Karvaan,2022,4000.0,275000,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2012,166000.0,125000,Gasolina,Original,Nacional,Manual,3,6,Econômico,Econômico,149497.18328086744
Toyota,Corolla XLI,2016,71000.0,315000,Gasolina,Original,Nacional,Manual,4,3,Premium,Premium,350855.0221465077
Suzuki,Bolan,2012,93000.0,775000,Gasolina,Original,Nacional,Manual,3,4,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2016,135000.0,350000,Gasolina,Original,Nacional,Automatic,4,5,Premium,Premium,350855.0221465077
KIA,Sportage,2005,32712.0,148000,Gasolina,Original,Importado,Manual,2,2,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2018,90000.0,349000,Gasolina,Original,Nacional,Manual,5,3,Premium,Premium,350855.0221465077
Toyota,Yaris,2022,27000.0,445000,Gasolina,Original,Nacional,Automatic,6,1,Luxo,Luxo,681403.3241134752
Daihatsu,Mira,2014,95000.0,205000,Gasolina,Original,Importado,Automatic,4,4,Intermediário,Intermediário,245657.07356430945
Daihatsu,Cuore,2006,100000.0,830000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Toyota,Passo,2006,87000.0,162500,Gasolina,Original,Importado,Automatic,2,3,Econômico,Econômico,149497.18328086744
Suzuki,Mehran VXR,2014,80000.0,880000,Gasolina,Original,Nacional,Manual,4,3,Luxo,Luxo,681403.3241134752
Daihatsu,Mira,2014,104500.0,250000,Gasolina,Original,Importado,Automatic,4,4,Intermediário,Intermediário,245657.07356430945
Hyundai,Santro,2006,100000.0,775000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2021,28000.0,267500,Gasolina,Original,Nacional,Automatic,6,1,Intermediário,Intermediário,245657.07356430945
Suzuki,Mehran VXR,2019,57000.0,140000,Gasolina,Original,Nacional,Manual,5,2,Econômico,Econômico,149497.18328086744
Suzuki,Mehran VXR,2012,84000.0,900000,Gasolina,Original,Importado,Manual,3,3,Luxo,Luxo,681403.3241134752
Suzuki,Cultus VXR,2015,99862.0,147500,Gasolina,Original,Importado,Manual,4,4,Econômico,Econômico,149497.18328086744
FAW,V2,2017,100000.0,118500,Gasolina,Original,Nacional,Manual,5,4,Econômico,Econômico,149497.18328086744
Daihatsu,Mira,2012,118000.0,155000,Gasolina,Original,Importado,Automatic,3,4,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2008,50000.0,995000,Gasolina,Original,Importado,Manual,2,2,Luxo,Luxo,681403.3241134752
Toyota,Corrolla Altis,2015,150000.0,392500,Gasolina,Original,Nacional,Automatic,4,5,Premium,Premium,350855.0221465077
Toyota,Corolla GLI,2016,112000.0,370000,Gasolina,Original,Nacional,Manual,4,4,Premium,Premium,350855.0221465077
Suzuki,Every,2017,89000.0,160000,Gasolina,Original,Importado,Automatic,5,3,Econômico,Econômico,149497.18328086744
KIA,Sportage,2004,12345.0,130000,Gasolina,Original,Importado,Manual,1,1,Econômico,Econômico,149497.18328086744
Toyota,Corrolla Altis,2016,112000.0,475000,Gasolina,Original,Nacional,Automatic,4,4,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2012,39500.0,100000,GNV,Original,Nacional,Manual,3,2,Econômico,Econômico,149497.18328086744
Hyundai,Santro,2006,185000.0,950000,Gasolina,Original,Importado,Manual,2,7,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2019,63390.0,244000,Gasolina,Original,Nacional,Automatic,5,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Mehran VXR,2018,33000.0,148000,Gasolina,Original,Nacional,Manual,5,2,Econômico,Econômico,149497.18328086744
Suzuki,Wagon R,2018,86000.0,220000,Gasolina,Original,Nacional,Manual,5,3,Intermediário,Intermediário,245657.07356430945
Honda,Civic Prosmetic,2011,151000.0,285000,Gasolina,Original,Nacional,Automatic,3,6,Intermediário,Intermediário,245657.07356430945
Daihatsu,Cuore,2005,55000.0,870000,Gasolina,Original,Importado,Automatic,2,2,Luxo,Luxo,681403.3241134752
Daihatsu,Mira,2015,79800.0,245000,Gasolina,Original,Importado,Automatic,4,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Swift,2010,40000.0,132000,Gasolina,Original,Nacional,Manual,3,2,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2017,73500.0,325000,Gasolina,Original,Importado,Manual,5,3,Premium,Premium,350855.0221465077
Toyota,Corolla XLI,2007,120000.0,139000,GNV,Original,Nacional,Manual,2,4,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2018,110000.0,435000,Gasolina,Original,Importado,Manual,5,4,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2019,105000.0,345000,Gasolina,Original,Nacional,Manual,5,4,Premium,Premium,350855.0221465077
Suzuki,Cultus VXR,2004,1.0,890000,Gasolina,Original,Nacional,Manual,1,1,Luxo,Luxo,681403.3241134752
Suzuki,Cultus VXR,2017,100000.0,250000,Gasolina,Original,Nacional,Manual,5,4,Intermediário,Intermediário,245657.07356430945
Changan,Karvaan,2021,25000.0,235000,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
KIA,Picanto,2021,46000.0,270000,Gasolina,Original,Importado,Automatic,6,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2010,150000.0,147000,Gasolina,Original,Importado,Manual,3,5,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2011,106000.0,236000,Gasolina,Original,Nacional,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Honda,City Aspire,2015,96000.0,337500,Gasolina,Original,Nacional,Automatic,4,4,Premium,Premium,350855.0221465077
Toyota,Passo,2008,69000.0,166000,Gasolina,Original,Importado,Automatic,2,3,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2021,30000.0,413000,Gasolina,Original,Nacional,Manual,6,1,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2005,121000.0,575000,Gasolina,Original,Nacional,Manual,2,5,Luxo,Luxo,681403.3241134752
Hyundai,Santro,2007,138000.0,999999,Gasolina,Original,Nacional,Manual,2,5,Luxo,Luxo,681403.3241134752
Daihatsu,Terios Kid,2009,41000.0,197500,Gasolina,Original,Importado,Automatic,3,2,Econômico,Econômico,149497.18328086744
Daihatsu,Mira,2012,189000.0,205000,Gasolina,Original,Importado,Automatic,3,7,Intermediário,Intermediário,245657.07356430945
Toyota,Corrolla Altis,2015,250000.0,370000,Gasolina,Original,Nacional,Automatic,4,10,Premium,Premium,350855.0221465077
Honda,City Aspire,2017,70000.0,365000,Gasolina,Original,Nacional,Automatic,5,3,Premium,Premium,350855.0221465077
Honda,City IVTEC,2015,69545.0,282000,Gasolina,Original,Importado,Manual,4,3,Intermediário,Intermediário,245657.07356430945
FAW,X-PV,2017,91000.0,980000,Gasolina,Original,Nacional,Manual,5,4,Luxo,Luxo,681403.3241134752
Honda,City Aspire,2021,44500.0,495000,Gasolina,Original,Nacional,Automatic,6,2,Luxo,Luxo,681403.3241134752
Suzuki,Mehran VXR,2017,57500.0,115000,Gasolina,Original,Nacional,Manual,5,2,Econômico,Econômico,149497.18328086744
Toyota,Corolla XLI,2010,124000.0,208000,Gasolina,Original,Nacional,Manual,3,5,Intermediário,Intermediário,245657.07356430945
Honda,City IVTEC,2013,120000.0,257500,Gasolina,Original,Nacional,Manual,4,4,Intermediário,Intermediário,245657.07356430945
Daihatsu,Hijet,2009,80000.0,117000,Gasolina,Original,Importado,Manual,3,3,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2019,76000.0,350000,Gasolina,Original,Nacional,Manual,5,3,Premium,Premium,350855.0221465077
Toyota,Passo,2007,117000.0,159000,Gasolina,Original,Importado,Automatic,2,4,Econômico,Econômico,149497.18328086744
Changan,Karvaan,2022,18652.0,280000,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Suzuki,Swift,2011,150000.0,175000,Gasolina,Original,Nacional,Manual,3,5,Econômico,Econômico,149497.18328086744
